Text,Label
Trump Fed nominee Shelton apologises for likening currency forger to Rosa Parks #economy #MarketScreener… https://t.co/jz4YDJrpPF,neutral
"More than $56 billion of dividends have been scrapped by businesses based in Western Europe, the U.S. and Canada https://t.co/TIpZudouqr",negative
"Blackstone's Motel 6 Owes 2,000 Guests for Giving Names to Immigration Officials",neutral
Siemens Considers Buying Iberdrola's Siemens Gamesa Stake,neutral
Homebuilders aren't keeping up with millennials https://t.co/xj0m1YhP4A,neutral
"December gold off 0.1% at $1,1469.90/oz.",negative
"CPST, YNDX among premarket gainers",positive
Snap shares jump 1.8% after JMP upgrades to outperform on upbeat expectations for user growth,positive
"$EARS very very nice, squeeze into the close. $KERN strong close.",positive
$AMZA - AMZA: Distribution Coverage Analysis And Comparison. Continue reading: https://t.co/OAZGgyt9Di #stocks #trading #markets,neutral
CRISPR Therapeutics among healthcare gainers; Plus Therapeutics leads the losers,neutral
"Here is a look at last year's Tree Lighting to give you an idea of what to expect from this year's Tree Lighting

A… https://t.co/rw20pqhvuB",neutral
"As Boeing Halts Max Line, Airbus Can’t Make Jets Fast Enough",neutral
Philip Morris Forecasts Higher Profit as IQOS Sales Rise,positive
Do Directors Own BLOK Technologies Inc. (CNSX:BLK) Shares?,neutral
"Medical Properties Trust, Inc. Completes 2019 With Record $4.5 Billion in Acquisitions for 64% Growth Rate and Delivers Market-Leading Shareholder Returns",positive
Student loan reform group sues Education Secretary Betsy DeVos and CFPB Director Kathy Kraninger… https://t.co/OJnPtOY7ni,neutral
Macy's Q3 sales $5.173 bln vs. $5.404 bln; FactSet consensus $5.321 bln,negative
World’s Top Instant-Coffee Shipper Targets Southeast Asia Market,neutral
Wall Street Warnings Get Louder Now the Everything Rally Is Back,negative
Brian Chappatta on Trade Doubts in the Bond Market (Podcast),neutral
"Capitalism didn't emerge ""two and a half centuries"" ago.  Capitalism has been at work since the moment one human be… https://t.co/4KLEKTK8Bx",neutral
Stocks mixed amid conflicting trade reports,neutral
Hong Kong Election: Pro-Democracy Candidates Surge Amid Record Turnout; Protest Organizer Wins Seat https://t.co/FWEg7QnzPJ,neutral
DMCI continues slide as government cancels extension of water concession deals - BusinessWorld Online,negative
KLX Energy to implement cost cuts amid 'abrupt deterioration',neutral
U.S. growth outlook in 2020 improves despite trade risk: Fannie Mae,positive
EBay Sells StubHub to Viagogo for $4.05 Billion,neutral
$SLG - SL Green rises 3.5% in two-day advance https://t.co/3qMBfwfQWN,positive
"For skiers in search of empty slopes and epic views, this could be the ultimate holiday https://t.co/UniPs948Ai",neutral
The ECB ramped up its government bond buying program even before it boosted quantitative easing by an extra $805 bi… https://t.co/bYKZM2CTjP,neutral
$DIS $SNE - Disney now sees $110M-$120M for 'Frozen II' https://t.co/I59tzaKreO,positive
New Residential Investment Corp. Announces Fourth Quarter and Full Year 2019 Results,neutral
$UBER - Uber CEO comments on London license loss https://t.co/ppLtG1r4lP,negative
CF Industries stock price target raised to $56 vs. $52 at BofA Merrill Lynch,positive
"The ECB will probably decide to take better account of home costs in its inflation measure, but there's unlikely to… https://t.co/Kg9elTbD90",neutral
How Does Investing In Genovis AB (publ) (STO:GENO) Impact The Volatility Of Your Portfolio?,neutral
Dow up 0.2%; S&P 500 rises 0.1%,positive
"After $550 Million Exit, 34-Year Old Founder Wins Fresh Backers",neutral
Ford risks Mustang fan backlash with SUV: They'll need to pry gas-powered Mustangs from 'my cold dead fingers',negative
"YNDX, I, QD and OESX among tech movers",neutral
Ireland's finance minister expects two billion euro in extra health spending #economy #MarketScreener… https://t.co/GA4wDK0R9F,neutral
"$LNN: Lindsay Corp beats by $0.04, reports revs in-line https://t.co/DRuphR9XZM",positive
"Bitcoin's back above $7,000 after its biggest one-day gain in two weeks https://t.co/KOdr1WJXoJ",positive
Resumen: Desktop Metal lanza el primer sistema de inyección de aglomerante de metal del mundo diseñado para talleres mecánicos,neutral
CymaBay Therapeutics shares down 77% premarket after resuming trade following halt,negative
"Airbnb business outside U.S., China had $46 million profit in 2018 https://t.co/uYXBfYCfJ8 https://t.co/DxSQCWIClc",positive
#SnackFact of the day: @RobinhoodSnacks won Best Business Podcast 2019 from @Discover_Pods Awards. This has got to… https://t.co/gYL0CfuCwS,neutral
"That's 42,000 BBG terminals for 1 year",neutral
Nvidia +3.7% as RBC sees earnings upside,positive
"Expect next round of virus stimulus by May, and somewhere in the $1.5 trillion neighborhood - FBN, citing Wall Stre… https://t.co/TIHDm8kJnl",neutral
Xylem Reports Fourth Quarter and Full-year 2019 Earnings,neutral
Applied DNA Sciences +6% premarket on FQ1 results,positive
Federal Reserve Continues To Step Up. https://t.co/aCj2ASpOba #stocks #markets #economy,neutral
U.S. December wholesale inventories revised lower,negative
Mazda issues recall over Takata airbag inflators again,neutral
#SpecialOffer 33% OFF live streaming #market #analysis of #earnings #economic #news https://t.co/8b7VdvjsxW #stocks… https://t.co/uBvoEDB0I9,neutral
Trump's $4.8 trillion budget gets chilly reception from Congress,neutral
"Full Earnings Calendar via @eWhispers https://t.co/MzxVJgdx1b

Upgrades/Downgrades via @Benzinga https://t.co/OWRZDcp9Dn",neutral
Arch Coal declares $0.50 dividend,neutral
Just Eat urges shareholders to shun Prosus and stick with Takeaway deal,neutral
$AFB - AllianceBernstein National Municipal Income declares $0.04581 dividend https://t.co/ZlFUm6tlsC,neutral
U.S. dollar up 0.1% at 109.92 Japanese yen,positive
The stricken Bank of Jinzhou will unload $21 billion of assets to the central bank for less than a third of theirÃ‚Â r… https://t.co/xGuCP9lBlH,neutral
"Stock Market Update: Stock market slows down, jobs report beats expectations",neutral
Democrats Getting 'Cold Feet' As Impeachment Support Evaporates https://t.co/EXIydIMZFS,neutral
A nice $50B+ deal morning $AMTD $MDCO $TIF,neutral
"Kohl's shares tank on earnings miss, retailer cuts fiscal 2019 earnings outlook",negative
Edited Transcript of ESE earnings conference call or presentation 19-Nov-19 10:00pm GMT,neutral
"⚡️ @sussexuni scientists have developed holograms out of soundwaves that can be seen, heard and felt  https://t.co/KLCfEonVyI",neutral
Axcelis Technologies stock price target raised to $32 from $24 at Benchmark,positive
Wipro Wins Multi-Year Strategic IT Deal From Marelli,neutral
"Hedge Funds Are Crazy About PC Connection, Inc. (CNXN)",positive
Disappointed by the size of your Social Security check? You're not alone. https://t.co/2YCIogY5Yp https://t.co/4nQ8z0ABjk,neutral
JEOL : Form 8.5 (EPT/RI)- Just Eat plc AMENDMENT #JEOL #Stock #MarketScreener https://t.co/EzlnPgve80 https://t.co/Ymcgw5V8l8,neutral
Brazil's central bank stepped in to prop up the currency https://t.co/yQBoa6mTqi,neutral
Sberbank of Russia : announces personnel changes to Capital management #SberbankRossii #Stock #MarketScreener… https://t.co/2r1dilueeh,neutral
Uber ready to join FANG after earnings - RBC,neutral
Kylie Jenner Is Keeping Up With the Billionaires,neutral
$CMCSA $LHX - Comcast sues L3Harris in patent dispute https://t.co/kWReshGbvz,negative
Fed Report : Small-Business Sector Highly Vulnerable to Coronavirus Crisis--Update #FedReport #economy… https://t.co/AjGZqiRl5b,negative
Mackinac Financial declares $0.14 dividend,neutral
Yankee Candle Opens New State of the Art Research & Development Facility in Western Massachusetts… https://t.co/QZHrzvaEnw,neutral
Asset Allocation Committee Outlook 2Q2020 | Contagion. https://t.co/3SLpGWc3KL #economy #markets #investing,neutral
Canada’s trade deficit of goods narrowed in October and came in slightly ahead of expectations https://t.co/9AkmEkES7u,positive
Here is What Hedge Funds Think About Monmouth Real Estate Investment Corporation (MNR),neutral
$WIRES: On The Wires https://t.co/uMPdDeNsVb,neutral
Property Lenders Surge After India Central Bank Eases Cash Rules,neutral
If You Had Bought Stoneridge (NYSE:SRI) Shares Five Years Ago You'd Have Made 159%,positive
"'Things are normalizing': ETF market action is 'encouraging' despite economic worries, investor says (via… https://t.co/8KwoMqVoHA",positive
Just because you missed the Tree Lighting doesn’t mean you can’t still come see it in person this holiday season https://t.co/vp5lhOf6gL,neutral
China willing to work bilaterally with low-income countries on debt challenges - Chinese official #economy… https://t.co/S6H9Owq1ZF,neutral
Tupperware opens first-ever store in NYC's Soho neighborhood,neutral
$RMR - The RMR Group Inc. (RMR) CEO Adam Portnoy on Q4 2019 Results - Earnings Call Transcript. Continue reading:… https://t.co/b3afpuHMD7,neutral
What to look for when Fed Chair Powell meets with Congress this week,neutral
Chinese state media stepped up criticism of the U.S. and accused it of meddling in its domestic affairs https://t.co/GWysmHlLz0,neutral
"Sterling Organization announces the acquisition of a 244,917-square-foot grocery-anchored property in Colleyville,... https://t.co/kPcF4a54Tp",neutral
The U.K. is tapping fintechs and the Queen's Bank for its emergency lending program https://t.co/sJJTyjCVMa,neutral
Bed Bath & Beyond announces changes to leadership team,neutral
"Just in: $TSLA lol 

https://t.co/yHyKcKaB9z",neutral
"Singapore Raises Virus Response Level, Now on Par With SARS",neutral
Corbus Pharma completes patient enrollment in mid-stage lenabasum study for CF,neutral
"Fed is ‘super-glued’ to its seat until after the election, economists say after stellar jobs report https://t.co/WgE7fNtuQu",neutral
Consider your Christmas list complete:  https://t.co/vmELlHWaZa,neutral
"""In my time at the Fed, I've seen how changes in business and consumer confidence impact the economy as a whole,"" P… https://t.co/rZgYHFXsKk",neutral
Chinese defy Hong Kong's protest gloom in hunt for bargain stocks #HANGSENG #Stock #MarketScreener… https://t.co/2KKUO5sqaf,neutral
One tariff man alone—even the U.S. president—can only do so much https://t.co/OXT5ZIxNDL,neutral
"With EPS Growth And More, Gencor Industries (NASDAQ:GENC) Is Interesting",neutral
Twitter Stock Soars Despite Bottom Line Miss,positive
UPDATE 1-Company logos vanish from Prince Andrew's website as sex scandal grows,neutral
Intel : and MediaTek Partner to Deliver 5G on the PC #Intel #Stock #MarketScreener https://t.co/HlvJPpOWGC https://t.co/XlXcj71XjG,neutral
"A new WTO ruling is allowing for $7.5 billion in tariffs on EU goods, meaning your favorite French wine is about to… https://t.co/3YeRmxas8m",negative
Worthington declares $0.24 dividend,neutral
SoftBank launches robotic vacuum in U.S.,neutral
WATCH: Dow drops 500 points as worries grow about the economic impact of the coronavirus. https://t.co/99uEAXIHI7,negative
Nasdaq Composite down 0.1%; S&P 500 virtually flat,neutral
"From Starbucks to Seattle, companies and cities alike are banning plastic straws. Are takeout containers next?… https://t.co/Ew4Fsl6K0m",neutral
"Bank of Canada gets authority to buy corporate, municipal debt https://t.co/j9DJUMtl3D",neutral
Ford invests more in Michigan,positive
Ronson Development : Report no 71 Purchase of own shares #RonsonDevelopment #Stock #MarketScreener… https://t.co/PLe8coXt0V,neutral
UPDATE 2-Major FirstGroup shareholders call for U.S. asset sale,neutral
"Myomo, Inc. (NYSEMKT:MYO): What Does Its Beta Value Mean For Your Portfolio?",neutral
"As vegan burgers get more popular, the beef industry is battling to clean up its image as a greenhouse-gas-emitting… https://t.co/WS1r4JQM1b",neutral
"$SRC - Spirit Realty gets new term loan, boosting liquidity to $700M https://t.co/T6pI5ef6xI",neutral
Standard Life Aberdeen : Form 8.3 - Cobham plc #StandardLifeAberdeen #Stock #MarketScreener https://t.co/ZfOZ5EbPiV https://t.co/2ldrO4Rjvw,neutral
GE may not be crushed by Boeing's 737 Max production halt,neutral
China targets 'around 6%' growth in 2020 - Reuters,neutral
$DE - Citi gives big boost to Deere PT https://t.co/MfhnyZe593,positive
Prothena up 8% on Evercore upgrade,positive
Edited Transcript of NTR.TO earnings conference call or presentation 5-Nov-19 3:00pm GMT,neutral
"Stocks making the biggest moves midday: Home Depot, Kohl's, Macy's and Roku",neutral
Singing Machine reports Q2 results,neutral
The Recent Rebound In Monthly Employment: Contradictory Micro And Macro Indications. https://t.co/MBEYKBqnS3 #business #markets #investing,neutral
New York Times board raises quarterly dividend to 6 cents a share vs. 5 cents,positive
$RCL - Royal Caribbean Cruises: Fleet Expansion Driving Growth. Follow this and any other stock on Seeking Alpha!… https://t.co/F0sM6aolcy,positive
Why Popeyes foot traffic soared in the third quarter: RPT,positive
"Johnson promises Brexit on Jan. 31, trade deal in 2020",neutral
FOMC dot plot indicates a long pause https://t.co/F6wezJ7rlP,neutral
Ciner Resources LP : to Release 4th Quarter and Year... #CinerResourcesLP #Stock #MarketScreener… https://t.co/TAxaiXilQn,neutral
Blackstone CEO Steve Schwarzman says the virus could wipe $5 trillion from GDP https://t.co/5oLwzfkAES,negative
Holiday Season In Jeopardy As Consumers Reign In Spending Amid Economic Downturn  https://t.co/FnddB5woQL,negative
Averages up more than 5% in afternoon action https://t.co/oWq2PYRzXI,positive
KKR is fashioning $8B bid for Coty beauty division - Sky News,neutral
Mike Bloomberg is running for president — his policies will impact these big industries https://t.co/RtwU4Px1cN,neutral
"April gold falls 0.3% at $1,565.60/oz.",negative
$CORV - FDA advisory committee thumbs down on Correvio's Brinavess for AF https://t.co/vLfvDUDw9v,negative
"Facebook : She Argued Facebook Is a Monopoly. To Her Surprise, People Listened. #Facebook #Stock #MarketScreener… https://t.co/6T4Ev2TpEU",neutral
World trade drops sharply in September https://t.co/VKcNBVVJUy,negative
8 Stocks Donald Smith Continues to Buy,neutral
Do Hedge Funds Love Inovalon Holdings Inc (INOV)?,neutral
"How Does Funko's (NASDAQ:FNKO) P/E Compare To Its Industry, After The Share Price Drop?",neutral
"Sen. Kamala Harris wants to ""modernize"" the school schedule, and is introducing a bill that would mean kids are at… https://t.co/huwT7iFNk0",neutral
$OCN - BTIG sees 'material improvement' to Ocwen book value https://t.co/8MMo05uiM6,positive
"Tilray, Privateer Holdings Close Merger Deal",neutral
Good luck with the stock market in 2020: Morning Brief,neutral
.@KansasCityFed labor market conditions indicators for March register the largest single-month declines in the hist… https://t.co/42NahsEKmB,negative
Edgewell stock price target raised to $41 from $33 at CFRA,positive
Edited Transcript of VK.PA earnings conference call or presentation 14-Nov-19 5:30pm GMT,neutral
"$QQQ April $204 call open interest rises to 32,443 after 20,000 bought for $0.94 yesterday morning, then 10,000 at… https://t.co/eMTaCeMHIP",positive
Microsoft : Amazon files lawsuit contesting Pentagon's $10 billion cloud contract to Micro... #Microsoft #Stock… https://t.co/i66vgcLHZP,neutral
Hedge Funds Are Dumping Cedar Realty Trust Inc (CDR),negative
"What Kind Of Shareholder Owns Most Akari Therapeutics, Plc (NASDAQ:AKTX) Stock?",neutral
6 Gold Companies Investors Can’t Ignore In 2020 - Yahoo Finance,neutral
UK's Labour vows action on 'tax and wage cheat' multinationals #Amazoncom #Stock #MarketScreener… https://t.co/k7k8nJMXll,neutral
$ARD - Ardagh Group prices $500M senior secured notes due 2025 https://t.co/bL4jvuQQsp,neutral
Macy's now sees full-year sales down 2.5% to down 2.0% vs. prior about flat,negative
U.S. Well Services initiated at buy with $3.50 price target at Stifel,positive
$PACB - Pacific Biosciences Still Can't Catch A Break. https://t.co/62uib1ID2Z #trading #economy #business,negative
Oil futures finish lower after posting 2 consecutive weekly gains,negative
"Boris Johnson and Jeremy Corbyn have radically different visions for the UK. What are their policies on Brexit, the… https://t.co/fRewRgZOj1",neutral
Credit Suisse Ousts CEO In Boardroom Clash: Martinuzzi (Radio),negative
"CIGNA EPS beats by $0.11, beats on revenue",positive
Volaris reports 18.4% growth in January traffic,positive
Latrobe Magnesium : Community Briefing for Latrobe Valley Magnesium Plant #LatrobeMagnesium #Stock #MarketScreener… https://t.co/Ve0JkYHFVY,neutral
"Interlink Plus, Inc. and Loop Media, Inc. Close Merger",neutral
"Federal Reserve Chairman Jerome Powell said the U.S. economy is 'resilient,' even as he cited the potential threat… https://t.co/jdypDu2LhY",positive
The rules governing the use of steel and aluminum in cars have emerged as the latest obstacle to completing a revis… https://t.co/gW5qhjysm8,neutral
$UN $UL - Unilever U.S. recalls some chicken products https://t.co/jLN7s2LAd7,negative
TD sees no rate hikes by G-10 central banks next year,neutral
China EV startup Byton receives California distributor license,positive
Stocks mixed on choppy trading day https://t.co/UTpt8KyZzi by @heidi_chung https://t.co/FAsMkTHEbL,neutral
"Gundlach, who nailed Trump's 2016 election, says he'll win again 'if economy holds' https://t.co/7VpbVtA6Jf by… https://t.co/5c0lQ7uJwZ",neutral
Sun Life Financial goes ex-dividend tomorrow,neutral
Kohl's declares $0.67 dividend,neutral
"$ONCS $CODX $EURN - CIM, EURN among premarke losers https://t.co/vZ1VLfePly",negative
"Novartis takes on Sanofi, Amgen with $9.7 billion takeover of heart drug maker
https://t.co/zW0AdcOXGJ https://t.co/xfzY36qNJ3",neutral
Boris Johnson to remain in hospital for coronavirus tests https://t.co/yb71eAmWCJ,neutral
US STOCKS-Futures gain as China fuels trade deal optimism,positive
"Broader issues remain, from the trade war with China to weakness in manufacturing. And there are fewer people left… https://t.co/uSGvzRGSvn",negative
Hedge Funds Are Disconnecting From Boingo Wireless Inc (WIFI),negative
Edited Transcript of PTN earnings conference call or presentation 13-Nov-19 4:00pm GMT,neutral
Royal Caribbean's stock falls after CFRA swings to bearish on 'more dire' coronavirus assessment,negative
"$SSL - Sasol warns of 20% profit drop, secures new debt agreements https://t.co/Qw6VMHkhCo",negative
"President Donald Trump assumes economic growth above 3% this year in his annual budget proposal, exceeding mainstre… https://t.co/UvzzuACRmO",neutral
Johnson’s safety-first pitch intended to avoid repeat of 2017 https://t.co/Wp2TLt3yrB,neutral
Shares of Biolidics Ltd. jumped as the Singapore-based medical device manufacturer said its rapid test kits for Cov… https://t.co/INn1rxDCmg,positive
America’s states are increasing their spending at the fastest pace since the end of the Great Recession https://t.co/TbYaIrKXGO,positive
"With the good news that came out today, you think that once the markets opened it no longer was good? It’s still go… https://t.co/26ZVn79Xyp",neutral
"Edelweiss Launches Bharat Bond ETF, Targets Rs 15,000 Crore",neutral
Can Ford Bounce Back in 2020?,neutral
Thiel driving FB division on political ads - WSJ,negative
"Stocks making the biggest moves midday: Coty, Workday, Splunk, Five Below & more",neutral
Airbnb to terminate $1 billion credit facility after private equity deal: sources https://t.co/Y6dOvo4FQq https://t.co/JCIi7Rekya,neutral
Saudi Arabia’s government invested over $2 billion in Aramco IPO https://t.co/RkzkE0Up5x @business https://t.co/U93cpiGJvH,neutral
$XLE: Sector Briefing: Energy https://t.co/zSdKA1URwP,neutral
$FL - Foot Locker -5% after Telsey warning https://t.co/Zy2fcVSr5c,negative
"$YAYO here is the chart, sometimes i have problems to upload the charts on stocktwits. https://t.co/MNPZoAjtIv",neutral
China Feihe : EXCHANGE NOTICE - RESUMPTION OF TRADING #ChinaFeihe #Stock #MarketScreener https://t.co/lmfATX6ZEX https://t.co/SOvZMfAhDb,neutral
A New Problem for Clean Energy: Dealing With Old Windmill Blades,neutral
McDonald's names new international president after executive shake-up https://t.co/MSlpb0gd2e,neutral
Cool Planet to Explore Strategic Options With Carbon Negative Fuels Technology,neutral
EBay selling StubHub to Viagogo for $4 billion–plus,neutral
"Airlines are facing their biggest ever peacetime crisis because of the coronavirus outbreak, and figures show that… https://t.co/7RwQ0lB0eE",negative
Did The Fed's QEternity Just Kill A Fiscal Stimulus Deal?  https://t.co/a8f6L67zgl,neutral
"{Free} Top Trade Ideas for the Week of November 25, 2019: The Rest Premium, on the blog and here… https://t.co/vG6f9AU25O",neutral
"If you're worried, instead of ringing the doomsday bells, start getting ready  https://t.co/nB605rLdj6",neutral
ItaÃƒÂº Unibanco S A : Payment of Dividends and Interest on Capital  #Stock #MarketScreener https://t.co/sfvlaXYEJV https://t.co/TSbbMl9D6M,neutral
Toyota Credit Selling Year's First U.S. Company Green Bond,neutral
$NUGS - Cannabis Strategic Ventures reports Q2 results https://t.co/3oqlSEjs3m,neutral
$MDCO $NVS The Medicines Company Enters Into Definitive Agreement to be Acquired by Novartis AG for $9.7 Billion https://t.co/QiNxdjMJSV,neutral
Here's what it's like to live on the 123rd floor of the world's tallest condo. https://t.co/MYWBJS72Co https://t.co/EokFpqFJQb,neutral
$QTT - Qutoutiao slides after short-seller report https://t.co/x2eEzFyy2Y,negative
"Good news/bad news: Jobs growth continues, construction spending falters",neutral
Deutsche Bank sues over $1.6 billion in claims against Bernard Madoff’s bankrupt investment advisory business https://t.co/0AuOETdUyR,negative
"A U.S. official says the Florida Naval station shooting suspect was an aviation student from Saudi Arabia, the AP r… https://t.co/e9XEGFiIf9",neutral
Having Trouble Saving for Retirement? Do These 4 Things Now,neutral
Report flags 'cracks' at Brazil Vale dam,neutral
NEW YORK POST EDITORIAL. “Worse Than Pointless. All those hours of televised testimony plainly failed on their anno… https://t.co/1XAuOFHyVk,neutral
IFF Wins DuPont Nutrition Unit Over Kerry in $26.2 Billion Deal,neutral
"Highlight: “We think about same-day, two-day, whatever day— it is about getting the consumer what they want, when t… https://t.co/5I5aBs3GSx",neutral
Edited Transcript of NVMI earnings conference call or presentation 7-Nov-19 2:00pm GMT,neutral
"Giuliani Giving Ukraine Data to Justice Department, Barr Says",neutral
$PXGYF - PAX Global Technology: A No-Brainer Investment. Read more: https://t.co/K0St5t9tTc #business #markets #trading,positive
$PSX $VLO $HFC - Phillips 66 cuts rates at Bayway refinery on weak cracks - S&P Global https://t.co/0sOtRQG5t5,negative
$MCIG - MCig up 9% on CBD distribution deals https://t.co/WV5yrJFdyD,positive
Federal REIT declares $1.05 dividend,neutral
Asset management and investment banking are often used in the same breath but they shouldn't be https://t.co/EDWD2ux7rJ,neutral
$PACD IS BREAKING OUT ON MASSIVE VOLUME. SHORT SQUEEZE INTO THE CLOSE.,positive
Pending home sales squeak past estimate,positive
"Munster Doubles Down, Says Apple Has 40% Upside This Year",positive
Nuveen Michigan Quality Income Municipal Fund declares $0.0445 dividend,neutral
$IWM triggering here out of its flag,neutral
Universal Security Instruments reports Q2 results,neutral
New York Times declares $0.06 dividend,neutral
UPDATE 2-U.S. safety board wants Boeing to redesign 737 NG part after fatal Southwest accident,negative
Steris declares $0.37 dividend,neutral
Tobacco exports from Tanzania-a key crop and source of foreign exchange-could drop as much as 20% this year because… https://t.co/tphI9DEicz,negative
The Fed sidesteps a bickering Congress with sweeping rescue plan https://t.co/SBxYPhDR2q,neutral
Edited Transcript of PRI earnings conference call or presentation 7-Nov-19 3:00pm GMT,neutral
Extreme Networks board authorizes $100 mln share buyback,positive
ICE Dollar Index off less than 0.1% at 97.774 after data,negative
Canopy Growth up 6% as BofA buys the dip,positive
"$JEC (+2.5% pre) Jacobs Engineering (JEC) Tops Q4 EPS by 18c, Revenues Beat - SI

https://t.co/ZbreKdJfYU",positive
"The Dow closed 1,627.46 points higher, or more than 7%,  as the number of new coronavirus cases in the US appeared to slow down",positive
Investors are shrugging off weak data and trade snags that would have roiled markets just months ago  https://t.co/mDuxVvY8aB,positive
$KHC - JPMorgan constructive on Kraft Heinz https://t.co/Sp4I2ehAVw,positive
Here comes the Dunkin 'power muffin' to help solve one key problem,neutral
Oil trades at 3-month low https://t.co/6F8tuUZLyb,negative
Gilat Satellite reports Q3 results,neutral
$SMLP - 5 Reasons To Sell Summit Midstream Partners. Read more and get updates on any stock!… https://t.co/MUFJz0kuhI,negative
2 Best Cannabis Stocks to Buy in February,neutral
3 Great Income Stocks That Could Double their Dividends,neutral
Spotify's More Confident Than Ever in Its Podcast Strategy,positive
Stock Market Update: S&P 500 Perks Up,positive
Strong economic data nudge stocks higher,positive
MGM Growth falls 1.1% after starting share offering,negative
Cineplex declares CAD 0.15 dividend,neutral
"Natural Gas $UNG with a bounce today seeing 28,000 March $14 calls active early today",positive
LiveXLive Media : Up 29%; In Content Deal With Samsung #LiveXLiveMedia #Stock #MarketScreener… https://t.co/El6JkZ5rPv,positive
"Dow turns negative, down 12 points, or less than 0.1%",negative
Highlight: Asahi Kasei Corporation Senior Executive Officer John Moyer on investing in autonomous driving and build… https://t.co/CAwyjxB6ay,neutral
Kodak Is Having a Comeback Moment as Oscars Embrace Film,positive
"Hey snowflake, don’t 'OK boomer’ me at work https://t.co/mcC4NL3dIP",neutral
"AQST, PHR among premarket losers",negative
WestRock upgraded to buy from neutral at BofA Merrill Lynch,positive
Ebix declares $0.075 dividend,neutral
"Nasdaq-100 futures down 2 points, or less than 0.1%",negative
U.K.'s Johnson to Spend 5 Billion Pounds on Bus Service Overhaul,neutral
What's on kids' wish lists? Here are 12 of the hottest toys for the holidays https://t.co/Rrd2wquvjM,neutral
"Smart Timing for a ""Grand Theft Auto"" Sequel Could Deliver Huge Gains for Take-Two Interactive",positive
Oil prices steady after two-day drop as growth concerns weigh,positive
President Donald Trump said there is “a very good chance” to make a trade deal with China but that unrest in Hong K… https://t.co/iXCDD4JR1g,positive
$SBAC $SBAC $AMT - MoffettNathanson boosts SBAC to Buy https://t.co/8k4l0c5x89,positive
$TQQQ - TQQQ: Sidestepping Recessions With Leverage. Read more: https://t.co/scB7iPJsOG #stockmarket #business #markets,neutral
'A free pass to paedophiles': Australian lawmaker slams Westpac,neutral
"Goldman Sachs pushes gold, based in part on growing popularity of deficit-spending theory https://t.co/GHCumq1QS8",positive
"5G coverage will span two thirds of the global population in 6 years, Ericsson predicts https://t.co/ooY30VhKb9",neutral
"At dinner, man in a wheelchair had to be over 100 yrs old, seemed pretty down / out of it, but soon as his daughter… https://t.co/Up62ZHsOWI",neutral
Latest Bitcoin price and analysis (BTC to USD),neutral
Deluxe Reports Fourth Quarter 2019 Results and Record Full Year Revenue,neutral
Oil's Biggest Bullish Boost Since 2016 Scores on Trade Armistice,positive
Nuro Self-Driving Car Scores Federal Regulator Approval(Radio),neutral
Before the Open https://t.co/1rqW1xDqPE,neutral
Global Markets: Asian shares mixed as doubts grow on elusive U.S.-China trade deal,negative
"WWE's stock plunges toward 21-month low after sales miss, 'considerable uncertainty' in outlook",negative
Xeris Pharma launches equity offering; shares down 3% after hours,negative
$AEL: American Equity Investment Life increases annual cash dividend to $0.30/share from $0.28/share https://t.co/xXAcIhgee4,positive
Allbirds co-CEO Joey Zwillinger calls out Amazon for releasing a private-label shoe that looks nearly identical to… https://t.co/xg7CCdEjSQ,neutral
The National Transportation Safety Board recommended that Boeing redesign part of the outer covering of all 737 Nex… https://t.co/leIFnfMtBW,neutral
Here's Why We Think Wynn Resorts (NASDAQ:WYNN) Is Well Worth Watching,neutral
3 Mutual Funds to Make the Most of This Holiday Season,neutral
"Life Is Good, Say 90% of Americans",positive
Oil trades at 3-month high https://t.co/6F8tuUZLyb,positive
$IVC - Invacare Corporation 2019 Q4 - Results - Earnings Call Presentation. https://t.co/Am1vTFsiTa #business #trading #finance,neutral
BoE's Haldane: We have not yet hit peak globalisation #economy #MarketScreener https://t.co/BAMp44H0w2 https://t.co/yUYhes88V2,neutral
"""Why not take the opportunity to turn Thanksgiving dinner into a discussion of something many Trump supporters agre… https://t.co/SV1NIlQ5Hr",neutral
$MTSC - MTS Systems declares $0.30 dividend https://t.co/QRVl05IT61,neutral
Popeyes says firing 7 employees for Wisconsin brawl was only first step,neutral
$SGBX holding overnight.....  its a matter of time here... Chart looks perfect.,positive
$FB - Cambridge Analytica deceived FB users - FTC https://t.co/0zZzI5P5re,negative
Simplus Announces Key Hires to Bolster Salesforce Manufacturing Practice  https://t.co/3SuUFlc8hs,neutral
Warren Buffett Lunch Turns Into Dinner for Crypto Faithful,neutral
"Advanced Micro Devices Stock Is a Bargain, But It Still Faces China Risks",neutral
"RECAP 12/10 Chatter:
$HOG + Vague Chatter
$IBM + Starboard
$FIT - $GOOGL Deal DOJ Probe
$TEN + $APO Powertrain Bid… https://t.co/Lq97sF4HGj",neutral
"Gold on track for a fourth straight gain, buoyed by coronavirus outbreak https://t.co/cpi5yGY54R",positive
"What Kind Of Shareholder Owns Most SAExploration Holdings, Inc. (NASDAQ:SAEX) Stock?",neutral
"Short trading day for me guys, im heading to Spain this afternoon, specifically to Coruna. It is the site of the Ro… https://t.co/ad0ysLn93G",neutral
Republican and Democratic senators urge Jerome Powell to defend the independence of the Fed https://t.co/JlY4ERQqBi,neutral
Barron’s on MarketWatch: How Elizabeth Warren is a value investor’s friend,neutral
